id,class,name,rarity,collection,price_usd,owner,transaction_type,date,profit_usd
Skin_M4A4_1586,http://example.org/cs2#Skin,M4A4 #1586,MilSpec,http://example.org/cs2#Collection_Cache,820.13,http://example.org/cs2#User_Lena,http://example.org/cs2#Transaction_Sale,2023-11-27,143.62
Skin_AWP_1587,http://example.org/cs2#Skin,AWP #1587,Industrial,http://example.org/cs2#Collection_Cache,607.58,http://example.org/cs2#User_Masha,http://example.org/cs2#Transaction_Purchase,2023-06-26,26.18
Skin_MAC-10_1588,http://example.org/cs2#Skin,MAC-10 #1588,Classified,http://example.org/cs2#Collection_Ancient,325.52,http://example.org/cs2#User_Vanya,http://example.org/cs2#Transaction_Sale,2024-02-07,111.5
Skin_USP-S_1589,http://example.org/cs2#Skin,USP-S #1589,MilSpec,http://example.org/cs2#Collection_Vertigo,626.72,http://example.org/cs2#User_Ira,http://example.org/cs2#Transaction_Rent,2024-07-28,53.88
Skin_Glock-18_1590,http://example.org/cs2#Skin,Glock-18 #1590,Classified,http://example.org/cs2#Collection_Anubis,93.32,http://example.org/cs2#User_Ira,http://example.org/cs2#Transaction_Gift,2024-01-30,-43.66
Skin_AK-47_1591,http://example.org/cs2#Skin,AK-47 #1591,Restricted,http://example.org/cs2#Collection_Vertigo,971.65,http://example.org/cs2#User_Ira,http://example.org/cs2#Transaction_Gift,2024-09-10,-9.77
Skin_MAC-10_1592,http://example.org/cs2#Skin,MAC-10 #1592,Classified,http://example.org/cs2#Collection_Nuke,222.12,http://example.org/cs2#User_Vanya,http://example.org/cs2#Transaction_Sale,2024-10-11,96.73
Skin_Desert Eagle_1593,http://example.org/cs2#Skin,Desert Eagle #1593,Covert,http://example.org/cs2#Collection_Cache,389.57,http://example.org/cs2#User_Sasha,http://example.org/cs2#Transaction_Purchase,2023-07-17,56.07
Skin_USP-S_1594,http://example.org/cs2#Skin,USP-S #1594,Classified,http://example.org/cs2#Collection_Nuke,250.1,http://example.org/cs2#User_Sasha,http://example.org/cs2#Transaction_Rent,2024-04-04,50.24
Skin_M4A4_1595,http://example.org/cs2#Skin,M4A4 #1595,Classified,http://example.org/cs2#Collection_Dust2,878.19,http://example.org/cs2#User_Petya,http://example.org/cs2#Transaction_Purchase,2023-04-04,-16.4
Skin_P90_1596,http://example.org/cs2#Skin,P90 #1596,Covert,http://example.org/cs2#Collection_Vertigo,626.87,http://example.org/cs2#User_Egor,http://example.org/cs2#Transaction_Purchase,2023-06-21,61.05
Skin_MP9_1597,http://example.org/cs2#Skin,MP9 #1597,MilSpec,http://example.org/cs2#Collection_Cache,26.47,http://example.org/cs2#User_Ira,http://example.org/cs2#Transaction_Gift,2023-05-01,124.58
Skin_P90_1598,http://example.org/cs2#Skin,P90 #1598,Restricted,http://example.org/cs2#Collection_Nuke,328.96,http://example.org/cs2#User_Ira,http://example.org/cs2#Transaction_Sale,2023-01-24,-35.86
Skin_MP9_1599,http://example.org/cs2#Skin,MP9 #1599,MilSpec,http://example.org/cs2#Collection_Anubis,329.6,http://example.org/cs2#User_Egor,http://example.org/cs2#Transaction_Rent,2023-09-10,97.13
Skin_MP9_1600,http://example.org/cs2#Skin,MP9 #1600,Consumer,http://example.org/cs2#Collection_Vertigo,908.31,http://example.org/cs2#User_Katya,http://example.org/cs2#Transaction_Purchase,2024-05-14,14.75
Skin_P90_1601,http://example.org/cs2#Skin,P90 #1601,Covert,http://example.org/cs2#Collection_Nuke,186.02,http://example.org/cs2#User_Egor,http://example.org/cs2#Transaction_Rent,2024-11-13,-29.6
Skin_AK-47_1602,http://example.org/cs2#Skin,AK-47 #1602,Classified,http://example.org/cs2#Collection_Anubis,97.1,http://example.org/cs2#User_Masha,http://example.org/cs2#Transaction_Rent,2024-11-22,51.62
Skin_AK-47_1603,http://example.org/cs2#Skin,AK-47 #1603,Covert,http://example.org/cs2#Collection_Dust2,879.74,http://example.org/cs2#User_Vanya,http://example.org/cs2#Transaction_Rent,2023-08-07,102.96
Skin_M4A4_1604,http://example.org/cs2#Skin,M4A4 #1604,MilSpec,http://example.org/cs2#Collection_Cache,547.94,http://example.org/cs2#User_Ira,http://example.org/cs2#Transaction_Sale,2024-06-27,12.19
Skin_USP-S_1605,http://example.org/cs2#Skin,USP-S #1605,Classified,http://example.org/cs2#Collection_Mirage,241.12,http://example.org/cs2#User_Petya,http://example.org/cs2#Transaction_Sale,2024-11-25,138.41
Skin_MAC-10_1606,http://example.org/cs2#Skin,MAC-10 #1606,MilSpec,http://example.org/cs2#Collection_Cache,178.43,http://example.org/cs2#User_Dima,http://example.org/cs2#Transaction_Sale,2023-07-01,132.05
Skin_AK-47_1607,http://example.org/cs2#Skin,AK-47 #1607,Covert,http://example.org/cs2#Collection_Nuke,211.2,http://example.org/cs2#User_Dima,http://example.org/cs2#Transaction_Gift,2024-11-04,91.8
Skin_AWP_1608,http://example.org/cs2#Skin,AWP #1608,Classified,http://example.org/cs2#Collection_Overpass,123.14,http://example.org/cs2#User_Sasha,http://example.org/cs2#Transaction_Rent,2024-06-14,-28.31
Skin_Desert Eagle_1609,http://example.org/cs2#Skin,Desert Eagle #1609,Consumer,http://example.org/cs2#Collection_Overpass,2.58,http://example.org/cs2#User_Masha,http://example.org/cs2#Transaction_Gift,2023-07-19,92.06
Skin_Desert Eagle_1610,http://example.org/cs2#Skin,Desert Eagle #1610,Covert,http://example.org/cs2#Collection_Cache,949.09,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Gift,2024-11-28,35.35
Skin_MP9_1611,http://example.org/cs2#Skin,MP9 #1611,Covert,http://example.org/cs2#Collection_Nuke,275.86,http://example.org/cs2#User_Lena,http://example.org/cs2#Transaction_Sale,2024-08-16,54.85
Skin_M4A4_1612,http://example.org/cs2#Skin,M4A4 #1612,Covert,http://example.org/cs2#Collection_Anubis,323.83,http://example.org/cs2#User_Petya,http://example.org/cs2#Transaction_Sale,2023-09-12,62.22
Skin_AK-47_1613,http://example.org/cs2#Skin,AK-47 #1613,Restricted,http://example.org/cs2#Collection_Nuke,515.47,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Sale,2023-03-19,113.42
Skin_AWP_1614,http://example.org/cs2#Skin,AWP #1614,Restricted,http://example.org/cs2#Collection_Nuke,271.27,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Gift,2023-07-31,95.5
Skin_Desert Eagle_1615,http://example.org/cs2#Skin,Desert Eagle #1615,MilSpec,http://example.org/cs2#Collection_Anubis,965.82,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Sale,2024-08-18,108.11
Skin_M4A4_1616,http://example.org/cs2#Skin,M4A4 #1616,Covert,http://example.org/cs2#Collection_Anubis,543.37,http://example.org/cs2#User_Ira,http://example.org/cs2#Transaction_Purchase,2023-11-18,58.34
Skin_MAC-10_1617,http://example.org/cs2#Skin,MAC-10 #1617,Industrial,http://example.org/cs2#Collection_Nuke,523.75,http://example.org/cs2#User_Vanya,http://example.org/cs2#Transaction_Purchase,2023-09-13,19.23
Skin_MAC-10_1618,http://example.org/cs2#Skin,MAC-10 #1618,Covert,http://example.org/cs2#Collection_Cache,509.18,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Purchase,2023-11-04,142.67
Skin_Glock-18_1619,http://example.org/cs2#Skin,Glock-18 #1619,Classified,http://example.org/cs2#Collection_Nuke,407.14,http://example.org/cs2#User_Vanya,http://example.org/cs2#Transaction_Gift,2023-07-25,29.83
Skin_M4A4_1620,http://example.org/cs2#Skin,M4A4 #1620,Covert,http://example.org/cs2#Collection_Mirage,679.49,http://example.org/cs2#User_Ira,http://example.org/cs2#Transaction_Purchase,2023-09-03,41.62
Skin_AK-47_1621,http://example.org/cs2#Skin,AK-47 #1621,Classified,http://example.org/cs2#Collection_Anubis,604.38,http://example.org/cs2#User_Dima,http://example.org/cs2#Transaction_Gift,2023-11-02,-49.07
Skin_MAC-10_1622,http://example.org/cs2#Skin,MAC-10 #1622,Classified,http://example.org/cs2#Collection_Mirage,681.96,http://example.org/cs2#User_Lena,http://example.org/cs2#Transaction_Purchase,2023-08-31,114.08
Skin_AK-47_1623,http://example.org/cs2#Skin,AK-47 #1623,Classified,http://example.org/cs2#Collection_Ancient,54.2,http://example.org/cs2#User_Ira,http://example.org/cs2#Transaction_Gift,2024-04-09,89.97
Skin_M4A4_1624,http://example.org/cs2#Skin,M4A4 #1624,Industrial,http://example.org/cs2#Collection_Anubis,753.14,http://example.org/cs2#User_Lena,http://example.org/cs2#Transaction_Sale,2023-05-23,127.27
Skin_AK-47_1625,http://example.org/cs2#Skin,AK-47 #1625,Restricted,http://example.org/cs2#Collection_Dust2,642.6,http://example.org/cs2#User_Masha,http://example.org/cs2#Transaction_Gift,2023-09-15,149.38
Skin_M4A4_1626,http://example.org/cs2#Skin,M4A4 #1626,Classified,http://example.org/cs2#Collection_Vertigo,176.95,http://example.org/cs2#User_Katya,http://example.org/cs2#Transaction_Purchase,2023-02-14,69.6
Skin_MAC-10_1627,http://example.org/cs2#Skin,MAC-10 #1627,Industrial,http://example.org/cs2#Collection_Nuke,265.86,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Rent,2023-03-06,91.54
Skin_P90_1628,http://example.org/cs2#Skin,P90 #1628,Restricted,http://example.org/cs2#Collection_Overpass,377.43,http://example.org/cs2#User_Petya,http://example.org/cs2#Transaction_Sale,2023-02-28,141.48
Skin_USP-S_1629,http://example.org/cs2#Skin,USP-S #1629,Industrial,http://example.org/cs2#Collection_Anubis,920.49,http://example.org/cs2#User_Egor,http://example.org/cs2#Transaction_Rent,2024-08-07,-17.03
Skin_P90_1630,http://example.org/cs2#Skin,P90 #1630,Covert,http://example.org/cs2#Collection_Vertigo,148.31,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Sale,2024-05-17,-9.37
Skin_MAC-10_1631,http://example.org/cs2#Skin,MAC-10 #1631,Classified,http://example.org/cs2#Collection_Inferno,972.49,http://example.org/cs2#User_Katya,http://example.org/cs2#Transaction_Gift,2024-02-10,42.2
Skin_USP-S_1632,http://example.org/cs2#Skin,USP-S #1632,Classified,http://example.org/cs2#Collection_Overpass,443.66,http://example.org/cs2#User_Sasha,http://example.org/cs2#Transaction_Purchase,2023-12-03,132.77
Skin_AWP_1633,http://example.org/cs2#Skin,AWP #1633,Covert,http://example.org/cs2#Collection_Inferno,500.4,http://example.org/cs2#User_Katya,http://example.org/cs2#Transaction_Gift,2023-04-28,60.18
Skin_AWP_1634,http://example.org/cs2#Skin,AWP #1634,Industrial,http://example.org/cs2#Collection_Vertigo,399.91,http://example.org/cs2#User_Lena,http://example.org/cs2#Transaction_Sale,2024-04-29,52.26
Skin_P90_1635,http://example.org/cs2#Skin,P90 #1635,Consumer,http://example.org/cs2#Collection_Cache,846.35,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Rent,2024-03-21,21.1
Skin_Desert Eagle_1636,http://example.org/cs2#Skin,Desert Eagle #1636,Classified,http://example.org/cs2#Collection_Dust2,856.5,http://example.org/cs2#User_Vanya,http://example.org/cs2#Transaction_Gift,2023-07-03,-25.89
Skin_M4A4_1637,http://example.org/cs2#Skin,M4A4 #1637,MilSpec,http://example.org/cs2#Collection_Ancient,653.44,http://example.org/cs2#User_Lena,http://example.org/cs2#Transaction_Purchase,2024-03-05,105.44
Skin_M4A4_1638,http://example.org/cs2#Skin,M4A4 #1638,MilSpec,http://example.org/cs2#Collection_Overpass,56.48,http://example.org/cs2#User_Dima,http://example.org/cs2#Transaction_Rent,2024-10-17,-7.8
Skin_P90_1639,http://example.org/cs2#Skin,P90 #1639,Industrial,http://example.org/cs2#Collection_Inferno,304.2,http://example.org/cs2#User_Lena,http://example.org/cs2#Transaction_Sale,2024-07-13,39.13
Skin_USP-S_1640,http://example.org/cs2#Skin,USP-S #1640,Classified,http://example.org/cs2#Collection_Anubis,528.98,http://example.org/cs2#User_Ira,http://example.org/cs2#Transaction_Rent,2024-05-07,142.57
Skin_FAMAS_1641,http://example.org/cs2#Skin,FAMAS #1641,Restricted,http://example.org/cs2#Collection_Nuke,56.4,http://example.org/cs2#User_Petya,http://example.org/cs2#Transaction_Purchase,2023-11-13,133.95
Skin_P90_1642,http://example.org/cs2#Skin,P90 #1642,Classified,http://example.org/cs2#Collection_Ancient,21.93,http://example.org/cs2#User_Petya,http://example.org/cs2#Transaction_Purchase,2024-02-29,128.0
Skin_MP9_1643,http://example.org/cs2#Skin,MP9 #1643,Restricted,http://example.org/cs2#Collection_Overpass,710.26,http://example.org/cs2#User_Dima,http://example.org/cs2#Transaction_Gift,2023-11-19,-29.54
Skin_MAC-10_1644,http://example.org/cs2#Skin,MAC-10 #1644,Covert,http://example.org/cs2#Collection_Anubis,73.29,http://example.org/cs2#User_Masha,http://example.org/cs2#Transaction_Sale,2023-12-18,2.49
Skin_AWP_1645,http://example.org/cs2#Skin,AWP #1645,Consumer,http://example.org/cs2#Collection_Cache,141.22,http://example.org/cs2#User_Petya,http://example.org/cs2#Transaction_Purchase,2024-03-27,77.83
Skin_Desert Eagle_1646,http://example.org/cs2#Skin,Desert Eagle #1646,Covert,http://example.org/cs2#Collection_Mirage,538.03,http://example.org/cs2#User_Dima,http://example.org/cs2#Transaction_Rent,2024-11-28,124.5
Skin_FAMAS_1647,http://example.org/cs2#Skin,FAMAS #1647,Covert,http://example.org/cs2#Collection_Overpass,779.37,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Sale,2024-06-18,75.81
Skin_Glock-18_1648,http://example.org/cs2#Skin,Glock-18 #1648,Restricted,http://example.org/cs2#Collection_Dust2,850.0,http://example.org/cs2#User_Katya,http://example.org/cs2#Transaction_Rent,2023-04-20,13.59
Skin_Glock-18_1649,http://example.org/cs2#Skin,Glock-18 #1649,Restricted,http://example.org/cs2#Collection_Inferno,160.24,http://example.org/cs2#User_Lena,http://example.org/cs2#Transaction_Sale,2023-02-11,-4.0
Skin_USP-S_1650,http://example.org/cs2#Skin,USP-S #1650,Industrial,http://example.org/cs2#Collection_Nuke,46.83,http://example.org/cs2#User_Vanya,http://example.org/cs2#Transaction_Gift,2024-05-18,69.76
Skin_MP9_1651,http://example.org/cs2#Skin,MP9 #1651,Consumer,http://example.org/cs2#Collection_Mirage,186.6,http://example.org/cs2#User_Masha,http://example.org/cs2#Transaction_Purchase,2023-08-02,-12.11
Skin_Desert Eagle_1652,http://example.org/cs2#Skin,Desert Eagle #1652,Classified,http://example.org/cs2#Collection_Cache,569.44,http://example.org/cs2#User_Ira,http://example.org/cs2#Transaction_Sale,2023-10-31,-1.92
Skin_USP-S_1653,http://example.org/cs2#Skin,USP-S #1653,Restricted,http://example.org/cs2#Collection_Vertigo,190.7,http://example.org/cs2#User_Vanya,http://example.org/cs2#Transaction_Purchase,2024-08-14,65.46
Skin_AWP_1654,http://example.org/cs2#Skin,AWP #1654,Restricted,http://example.org/cs2#Collection_Ancient,19.55,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Purchase,2023-07-07,-38.45
Skin_AWP_1655,http://example.org/cs2#Skin,AWP #1655,Covert,http://example.org/cs2#Collection_Anubis,598.7,http://example.org/cs2#User_Petya,http://example.org/cs2#Transaction_Sale,2023-02-22,65.3
Skin_FAMAS_1656,http://example.org/cs2#Skin,FAMAS #1656,Industrial,http://example.org/cs2#Collection_Nuke,382.39,http://example.org/cs2#User_Dima,http://example.org/cs2#Transaction_Rent,2023-06-14,-36.31
Skin_MAC-10_1657,http://example.org/cs2#Skin,MAC-10 #1657,Restricted,http://example.org/cs2#Collection_Dust2,605.38,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Gift,2024-03-26,108.48
Skin_M4A4_1658,http://example.org/cs2#Skin,M4A4 #1658,Classified,http://example.org/cs2#Collection_Vertigo,370.34,http://example.org/cs2#User_Katya,http://example.org/cs2#Transaction_Sale,2024-01-25,84.53
Skin_USP-S_1659,http://example.org/cs2#Skin,USP-S #1659,MilSpec,http://example.org/cs2#Collection_Ancient,610.71,http://example.org/cs2#User_Ira,http://example.org/cs2#Transaction_Gift,2023-05-22,102.11
Skin_MAC-10_1660,http://example.org/cs2#Skin,MAC-10 #1660,Classified,http://example.org/cs2#Collection_Overpass,431.42,http://example.org/cs2#User_Lena,http://example.org/cs2#Transaction_Gift,2023-02-13,73.26
Skin_USP-S_1661,http://example.org/cs2#Skin,USP-S #1661,Consumer,http://example.org/cs2#Collection_Nuke,173.92,http://example.org/cs2#User_Masha,http://example.org/cs2#Transaction_Rent,2024-01-15,7.27
Skin_P90_1662,http://example.org/cs2#Skin,P90 #1662,Covert,http://example.org/cs2#Collection_Dust2,549.43,http://example.org/cs2#User_Petya,http://example.org/cs2#Transaction_Rent,2023-04-12,17.52
Skin_MAC-10_1663,http://example.org/cs2#Skin,MAC-10 #1663,Restricted,http://example.org/cs2#Collection_Dust2,920.9,http://example.org/cs2#User_Masha,http://example.org/cs2#Transaction_Gift,2023-04-05,111.32
Skin_Glock-18_1664,http://example.org/cs2#Skin,Glock-18 #1664,Consumer,http://example.org/cs2#Collection_Anubis,242.39,http://example.org/cs2#User_Masha,http://example.org/cs2#Transaction_Sale,2023-01-24,115.86
Skin_USP-S_1665,http://example.org/cs2#Skin,USP-S #1665,Consumer,http://example.org/cs2#Collection_Nuke,126.57,http://example.org/cs2#User_Dima,http://example.org/cs2#Transaction_Purchase,2024-08-09,121.9
Skin_Desert Eagle_1666,http://example.org/cs2#Skin,Desert Eagle #1666,MilSpec,http://example.org/cs2#Collection_Mirage,227.88,http://example.org/cs2#User_Sasha,http://example.org/cs2#Transaction_Sale,2023-03-14,114.38
Skin_Desert Eagle_1667,http://example.org/cs2#Skin,Desert Eagle #1667,Consumer,http://example.org/cs2#Collection_Cache,603.19,http://example.org/cs2#User_Sasha,http://example.org/cs2#Transaction_Purchase,2023-11-12,135.74
Skin_MP9_1668,http://example.org/cs2#Skin,MP9 #1668,MilSpec,http://example.org/cs2#Collection_Inferno,912.48,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Sale,2023-01-04,114.34
Skin_FAMAS_1669,http://example.org/cs2#Skin,FAMAS #1669,MilSpec,http://example.org/cs2#Collection_Ancient,440.49,http://example.org/cs2#User_Petya,http://example.org/cs2#Transaction_Purchase,2024-09-27,-29.52
Skin_Desert Eagle_1670,http://example.org/cs2#Skin,Desert Eagle #1670,Industrial,http://example.org/cs2#Collection_Cache,173.27,http://example.org/cs2#User_Vanya,http://example.org/cs2#Transaction_Purchase,2023-05-28,-48.62
Skin_AK-47_1671,http://example.org/cs2#Skin,AK-47 #1671,Restricted,http://example.org/cs2#Collection_Overpass,630.07,http://example.org/cs2#User_Katya,http://example.org/cs2#Transaction_Purchase,2024-10-12,-23.64
Skin_AK-47_1672,http://example.org/cs2#Skin,AK-47 #1672,Industrial,http://example.org/cs2#Collection_Vertigo,582.11,http://example.org/cs2#User_Masha,http://example.org/cs2#Transaction_Rent,2023-07-16,-3.3
Skin_USP-S_1673,http://example.org/cs2#Skin,USP-S #1673,Consumer,http://example.org/cs2#Collection_Cache,672.17,http://example.org/cs2#User_Vanya,http://example.org/cs2#Transaction_Gift,2024-06-25,63.51
Skin_MAC-10_1674,http://example.org/cs2#Skin,MAC-10 #1674,Covert,http://example.org/cs2#Collection_Anubis,484.84,http://example.org/cs2#User_Dima,http://example.org/cs2#Transaction_Purchase,2023-08-01,93.87
Skin_FAMAS_1675,http://example.org/cs2#Skin,FAMAS #1675,Restricted,http://example.org/cs2#Collection_Nuke,260.06,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Rent,2023-04-21,-24.26
Skin_Glock-18_1676,http://example.org/cs2#Skin,Glock-18 #1676,Classified,http://example.org/cs2#Collection_Ancient,854.56,http://example.org/cs2#User_Masha,http://example.org/cs2#Transaction_Gift,2023-08-28,133.65
Skin_FAMAS_1677,http://example.org/cs2#Skin,FAMAS #1677,Consumer,http://example.org/cs2#Collection_Vertigo,13.1,http://example.org/cs2#User_Ira,http://example.org/cs2#Transaction_Rent,2024-05-05,47.31
Skin_MAC-10_1678,http://example.org/cs2#Skin,MAC-10 #1678,MilSpec,http://example.org/cs2#Collection_Nuke,753.58,http://example.org/cs2#User_Sasha,http://example.org/cs2#Transaction_Purchase,2023-05-31,-40.33
Skin_M4A4_1679,http://example.org/cs2#Skin,M4A4 #1679,MilSpec,http://example.org/cs2#Collection_Nuke,159.41,http://example.org/cs2#User_Vanya,http://example.org/cs2#Transaction_Sale,2023-09-30,-12.61
Skin_MP9_1680,http://example.org/cs2#Skin,MP9 #1680,Industrial,http://example.org/cs2#Collection_Nuke,38.4,http://example.org/cs2#User_Lena,http://example.org/cs2#Transaction_Sale,2023-05-14,-14.6
Skin_Glock-18_1681,http://example.org/cs2#Skin,Glock-18 #1681,Covert,http://example.org/cs2#Collection_Mirage,616.56,http://example.org/cs2#User_Vanya,http://example.org/cs2#Transaction_Gift,2023-08-29,113.71
Skin_AWP_1682,http://example.org/cs2#Skin,AWP #1682,Consumer,http://example.org/cs2#Collection_Ancient,297.65,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Rent,2024-10-18,14.37
Skin_AWP_1683,http://example.org/cs2#Skin,AWP #1683,MilSpec,http://example.org/cs2#Collection_Dust2,838.93,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Rent,2023-07-19,126.28
Skin_M4A4_1684,http://example.org/cs2#Skin,M4A4 #1684,MilSpec,http://example.org/cs2#Collection_Ancient,70.91,http://example.org/cs2#User_Vanya,http://example.org/cs2#Transaction_Rent,2023-09-01,-15.07
Skin_MAC-10_1685,http://example.org/cs2#Skin,MAC-10 #1685,Restricted,http://example.org/cs2#Collection_Anubis,582.57,http://example.org/cs2#User_Lena,http://example.org/cs2#Transaction_Rent,2023-09-25,-12.3
Skin_Desert Eagle_1686,http://example.org/cs2#Skin,Desert Eagle #1686,MilSpec,http://example.org/cs2#Collection_Cache,176.03,http://example.org/cs2#User_Masha,http://example.org/cs2#Transaction_Rent,2024-11-25,40.12
Skin_P90_1687,http://example.org/cs2#Skin,P90 #1687,Covert,http://example.org/cs2#Collection_Nuke,51.08,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Sale,2023-10-19,22.83
Skin_AWP_1688,http://example.org/cs2#Skin,AWP #1688,Classified,http://example.org/cs2#Collection_Mirage,682.93,http://example.org/cs2#User_Dima,http://example.org/cs2#Transaction_Gift,2024-09-02,-4.77
Skin_AWP_1689,http://example.org/cs2#Skin,AWP #1689,Restricted,http://example.org/cs2#Collection_Mirage,113.71,http://example.org/cs2#User_Egor,http://example.org/cs2#Transaction_Sale,2023-06-17,-28.98
Skin_FAMAS_1690,http://example.org/cs2#Skin,FAMAS #1690,Covert,http://example.org/cs2#Collection_Vertigo,132.77,http://example.org/cs2#User_Sasha,http://example.org/cs2#Transaction_Sale,2023-04-14,25.11
Skin_Desert Eagle_1691,http://example.org/cs2#Skin,Desert Eagle #1691,Covert,http://example.org/cs2#Collection_Anubis,886.43,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Purchase,2023-08-15,-13.65
Skin_USP-S_1692,http://example.org/cs2#Skin,USP-S #1692,Consumer,http://example.org/cs2#Collection_Inferno,683.07,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Sale,2023-01-06,105.37
Skin_Glock-18_1693,http://example.org/cs2#Skin,Glock-18 #1693,Restricted,http://example.org/cs2#Collection_Vertigo,59.67,http://example.org/cs2#User_Vanya,http://example.org/cs2#Transaction_Rent,2023-01-14,-39.88
Skin_AWP_1694,http://example.org/cs2#Skin,AWP #1694,Consumer,http://example.org/cs2#Collection_Vertigo,125.13,http://example.org/cs2#User_Katya,http://example.org/cs2#Transaction_Purchase,2023-10-07,110.72
Skin_Glock-18_1695,http://example.org/cs2#Skin,Glock-18 #1695,Industrial,http://example.org/cs2#Collection_Anubis,414.66,http://example.org/cs2#User_Masha,http://example.org/cs2#Transaction_Gift,2023-06-02,35.29
Skin_Glock-18_1696,http://example.org/cs2#Skin,Glock-18 #1696,Restricted,http://example.org/cs2#Collection_Overpass,564.12,http://example.org/cs2#User_Dima,http://example.org/cs2#Transaction_Purchase,2024-01-13,58.44
Skin_MP9_1697,http://example.org/cs2#Skin,MP9 #1697,Covert,http://example.org/cs2#Collection_Inferno,176.71,http://example.org/cs2#User_Dima,http://example.org/cs2#Transaction_Sale,2023-06-17,149.32
Skin_MAC-10_1698,http://example.org/cs2#Skin,MAC-10 #1698,Consumer,http://example.org/cs2#Collection_Ancient,807.83,http://example.org/cs2#User_Egor,http://example.org/cs2#Transaction_Gift,2023-12-03,61.07
Skin_Glock-18_1699,http://example.org/cs2#Skin,Glock-18 #1699,Classified,http://example.org/cs2#Collection_Vertigo,867.64,http://example.org/cs2#User_Egor,http://example.org/cs2#Transaction_Purchase,2023-06-16,-15.83
Skin_MAC-10_1700,http://example.org/cs2#Skin,MAC-10 #1700,Industrial,http://example.org/cs2#Collection_Cache,59.24,http://example.org/cs2#User_Oleg,http://example.org/cs2#Transaction_Sale,2023-08-26,86.23
Skin_AWP_1701,http://example.org/cs2#Skin,AWP #1701,Industrial,http://example.org/cs2#Collection_Inferno,914.06,http://example.org/cs2#User_Dima,http://example.org/cs2#Transaction_Sale,2024-02-10,21.12
Skin_FAMAS_1702,http://example.org/cs2#Skin,FAMAS #1702,Classified,http://example.org/cs2#Collection_Cache,87.31,http://example.org/cs2#User_Katya,http://example.org/cs2#Transaction_Sale,2024-11-19,50.88
Skin_Desert Eagle_1703,http://example.org/cs2#Skin,Desert Eagle #1703,Industrial,http://example.org/cs2#Collection_Dust2,952.47,http://example.org/cs2#User_Petya,http://example.org/cs2#Transaction_Rent,2024-08-13,106.44
Skin_Glock-18_1704,http://example.org/cs2#Skin,Glock-18 #1704,Consumer,http://example.org/cs2#Collection_Dust2,517.1,http://example.org/cs2#User_Vanya,http://example.org/cs2#Transaction_Purchase,2024-06-26,145.61
Skin_USP-S_1705,http://example.org/cs2#Skin,USP-S #1705,Covert,http://example.org/cs2#Collection_Inferno,409.55,http://example.org/cs2#User_Katya,http://example.org/cs2#Transaction_Sale,2024-09-02,-38.32
Skin_MAC-10_1706,http://example.org/cs2#Skin,MAC-10 #1706,Industrial,http://example.org/cs2#Collection_Dust2,859.83,http://example.org/cs2#User_Lena,http://example.org/cs2#Transaction_Rent,2023-11-02,127.73
Skin_USP-S_1707,http://example.org/cs2#Skin,USP-S #1707,MilSpec,http://example.org/cs2#Collection_Anubis,254.83,http://example.org/cs2#User_Sasha,http://example.org/cs2#Transaction_Rent,2024-02-25,-25.59
Skin_USP-S_1708,http://example.org/cs2#Skin,USP-S #1708,Restricted,http://example.org/cs2#Collection_Mirage,804.24,http://example.org/cs2#User_Sasha,http://example.org/cs2#Transaction_Purchase,2024-01-21,26.73
Skin_Desert Eagle_1709,http://example.org/cs2#Skin,Desert Eagle #1709,Consumer,http://example.org/cs2#Collection_Overpass,406.89,http://example.org/cs2#User_Ira,http://example.org/cs2#Transaction_Gift,2023-01-10,72.33
Skin_P90_1710,http://example.org/cs2#Skin,P90 #1710,Covert,http://example.org/cs2#Collection_Nuke,614.28,http://example.org/cs2#User_Vanya,http://example.org/cs2#Transaction_Rent,2024-01-20,138.84
Skin_USP-S_1711,http://example.org/cs2#Skin,USP-S #1711,Industrial,http://example.org/cs2#Collection_Inferno,831.07,http://example.org/cs2#User_Lena,http://example.org/cs2#Transaction_Rent,2023-08-02,-40.63
Skin_M4A4_1712,http://example.org/cs2#Skin,M4A4 #1712,Restricted,http://example.org/cs2#Collection_Ancient,560.48,http://example.org/cs2#User_Katya,http://example.org/cs2#Transaction_Rent,2024-10-05,95.63
